"orf_name","lfc","DE","GENENAME","DESCRIPTION"
"YBR038W",-0.19656148746349558,"Down","CHS2","Chitin synthase II; catalyzes transfer of N-acetylglucosamine (GlcNAc) to chitin upon activation of zymogenic form; required for chitin synthesis in the primary septum during cytokinesis; localization regulated by Cdk1p during mitosis; phosphorylation by Dbf2p kinase regulates its dynamics and chitin synthesis during cytokinesis"
"YJR162C",3.498382724291133,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YOL154W",3.141300871170716,"Up","ZPS1","Putative GPI-anchored protein; transcription is induced under low-zinc conditions, as mediated by the Zap1p transcription factor, and at alkaline pH"
"YGL256W",3.0490122711085403,"Up","ADH4","Alcohol dehydrogenase isoenzyme type IV; dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency"
"YPR150W",1.696404636991524,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SUE1/YPR151C"
"YPR151C",1.6841137525583052,"Up","SUE1","Protein required for degradation of unstable forms of cytochrome c; located in the mitochondria"
"YGL258W",1.6721987819708914,"Up","VEL1","Protein of unknown function; highly induced in zinc-depleted conditions and has increased expression in NAP1 deletion mutants; VEL1 has a paralog, YOR387C, that arose from a single-locus duplication"
"YGR144W",1.6211243583431072,"Up","THI4","Thiazole synthase; abundant protein involved in the formation of the thiazole moiety of thiamine during thiamine biosynthesis; acts more as a co-substrate rather than an enzyme by providing the sulphur source for thiazole formation; undergoes a single turnover only; required for mitochondrial genome stability in response to DNA damaging agents"
"YGL255W",1.5825989525542472,"Up","ZRT1","High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor"
"YBR072W",1.393114629693029,"Up","HSP26","Small heat shock protein (sHSP) with chaperone activity; forms hollow, sphere-shaped oligomers that suppress unfolded proteins aggregation; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic foci; oligomer activation requires heat-induced conformational change; also has mRNA binding activity"
"YLR136C",1.351707377722898,"Up","TIS11","mRNA-binding protein expressed during iron starvation; binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation; involved in iron homeostasis; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; TIS11 has a paralog, CTH1, that arose from the whole genome duplication"
"YGL138C",1.2913079405918004,"Up",NULL,"Putative protein of unknown function; has no significant sequence similarity to any known protein"
"YPL036W",1.1951249074891492,"Up","PMA2","Plasma membrane H+-ATPase; isoform of Pma1p, involved in pumping protons out of the cell; regulator of cytoplasmic pH and plasma membrane potential"
"YNL339C",1.187039198608161,"Up","YRF1-6","Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p"
"YNL014W",1.1562656847668522,"Up","HEF3","Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog, YEF3, that arose from the whole genome duplication"
"YJL052C-A",1.117691427820005,"Up",NULL,"Putative protein of unknown function; identified based on comparison to related yeast species; mCherry fusion protein localizes to the vacuole"
"YLR308W",1.1105054906321032,"Up","CDA2","Chitin deacetylase; together with Cda1p involved in the biosynthesis ascospore wall component, chitosan; required for proper rigidity of the ascospore wall"
"YJR005C-A",1.09561918771895,"Up","LSO1","Protein with a potential role in response to iron deprivation; transcription increases during iron deprivation and during treatment with 2-(6-benzyl-2-pyridyl)quinazoline (BPQ) and copper; regulated by Aft1p and, to a lesser extent, by Aft2p; originally identified as a syntenic homolog of an Ashbya gossypii gene; localizes to nucleus and cytoplasm, and nuclear localization is enhanced under iron-replete conditions"
"YMR175W",1.0800439767296033,"Up","SIP18","Phospholipid-binding hydrophilin; essential to overcome desiccation-rehydration process; expression is induced by osmotic stress; SIP18 has a paralog, GRE1, that arose from the whole genome duplication"
"YNL013C",1.0708363978652156,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF HEF3/YNL014W"
"YMR107W",1.0706758165614978,"Up","SPG4","Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources"
"YGR087C",1.0644790789714997,"Up","PDC6","Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde, involved in amino acid catabolism; transcription is glucose- and ethanol-dependent, and is strongly induced during sulfur limitation"
"YJL056C",1.0185205863246602,"Up","ZAP1","Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc, represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains"
"YBR056W-A",1.0169295607655529,"Up",NULL,"Protein of unknown function; mRNA identified as translated by ribosome profiling data; partially overlaps dubious ORF YBR056C-B; YBR056W-A has a paralog, YDR034W-B, that arose from the whole genome duplication"
"YHR139C",1.0120198925841526,"Up","SPS100","Protein required for spore wall maturation; expressed during sporulation; may be a component of the spore wall; expression also induced in cells treated with the mycotoxin patulin; SPS100 has a paralog, YGP1, that arose from the whole genome duplication"
"YPR193C",1.0115686682640597,"Up","HPA2","Tetrameric histone acetyltransferase; has similarity to Gcn5p, Hat1p, Elp3p, and Hpa3p; acetylates histones H3 and H4 in vitro and exhibits autoacetylation activity; also acetylates polyamines"
"YBR056C-B",1.004989940367653,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the dubious ORF YBR056W-A"
"YHL046W-A",0.9960316937805525,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF ARN2/YHL047C"
"YDL085W",0.967848675858553,"Up","NDE2","Mitochondrial external NADH dehydrogenase; catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p are involved in providing the cytosolic NADH to the mitochondrial respiratory chain; NDE2 has a paralog, NDE1, that arose from the whole genome duplication"
"YBR117C",0.9642954380116997,"Up","TKL2","Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog, TKL1, that arose from the whole genome duplication"
"YNL254C",0.962299774055019,"Up","RTC4","Protein of unknown function; null mutation suppresses cdc13-1 temperature sensitivity; (GFP)-fusion protein localizes to both the cytoplasm and the nucleus"
"YBL075C",0.9609554851153251,"Up","SSA3","ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm; SSA3 has a paralog, SSA4, that arose from the whole genome duplication"
"YMR175W-A",0.9590544780875548,"Up",NULL,"Putative protein of unknown function"
"YBR116C",0.9588301945643797,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene TKL2"
"YMR118C",0.9405881152862817,"Up","SHH3","Putative mitochondrial inner membrane protein of unknown function; although similar to paralogous Sdh3p, Shh3p is not a stoichiometric subunit of either succinate dehydrogenase or of the TIM22 translocase; SHH3 has a paralog, SDH3, that arose from the whole genome duplication"
"YGR256W",0.8969768545159837,"Up","GND2","6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone; GND2 has a paralog, GND1, that arose from the whole genome duplication"
"YHL047C",0.8944752797864076,"Up","ARN2","Transporter; member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to the siderophore triacetylfusarinine C"
"YKL107W",0.8829548590582027,"Up",NULL,"Putative short-chain dehydrogenase/reductase; proposed to be a palmitoylated membrane protein"
"YKL050C",0.8812738925107102,"Up",NULL,"Protein of unknown function; the YKL050W protein is a target of the SCFCdc4 ubiquitin ligase complex and YKL050W transcription is regulated by Azf1p; YKL050C has a paralog, EIS1, that arose from the whole genome duplication"
"YPL223C",0.8789746438679136,"Up","GRE1","Hydrophilin essential in desiccation-rehydration process; stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway; GRE1 has a paralog, SIP18, that arose from the whole genome duplication"
"YPL250C",0.8644424507512604,"Up","ATG41","Protein of unknown function; required for selective and nonselective autophagy, and mitophagy; regulates the rate of autophagosome formation; interacts with Atg9p, and has a similar peri-mitochondrial localization; elevated Gcn4p-dependent expression under autophagy-inducing conditions; mobilized into polysomes upon a shift from a fermentable to nonfermentable carbon source; potential Cdc28p substrate; ATG41 has a paralog, ICY1, that arose from the whole genome duplication"
"YER078W-A",0.8618882945366728,"Up",NULL,"Putative protein of unknown function; identified by fungal homology and RT-PCR"
"YOR387C",0.8375173563954431,"Up",NULL,"Putative protein of unknown function; regulated by the metal-responsive Aft1p transcription factor; highly inducible in zinc-depleted conditions; localizes to the soluble fraction; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YOR387C has a paralog, VEL1, that arose from a single-locus duplication"
"YOR383C",0.8364868047098316,"Up","FIT3","Mannoprotein that is incorporated into the cell wall; incorporated via a glycosylphosphatidylinositol (GPI) anchor; involved in the retention of siderophore-iron in the cell wall "
