Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
P25573|TX=559292,P25573,"P25573|TX=559292 OS=Yeast S288c GN=YCL044C,MGR1 TA=NM_001178689.1,YCL044C_mRNA PA=NP_009886.1,P25573,YCL044C_mRNA","YCL044C,MGR1",417,OS=Yeast,1,0.9988,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
P25588|TX=559292,P25588,"P25588|TX=559292 OS=Yeast S288c GN=MRC1 TA=NM_001178704.1,YCL061C_mRNA PA=P25588,NP_009871.2,YCL061C_mRNA",MRC1,1096,OS=Yeast,1,0.999,4,8,8,8,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,
P25605|TX=559292,P25605,"P25605|TX=559292 OS=Yeast S288c GN=ILV6,YCL009C TA=NM_001178658.1,YCL009C_mRNA PA=P25605,YCL009C_mRNA,NP_009918.1","ILV6,YCL009C",309,OS=Yeast,1,0.999,9,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,
P25655|TX=559292,P25655,"P25655|TX=559292 OS=Yeast S288c GN=CDC39 TA=YCR093W_mRNA,NM_001178799.1 PA=YCR093W_mRNA,NP_010017.2,P25655",CDC39,2108,OS=Yeast,1,0.9989,11,36,36,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,0,6,16,2,0,0,0,0,
P25694|TX=559292,P25694,"P25694|TX=559292 OS=Yeast S288c GN=YDL126C,CDC48 TA=NM_001180185.1,YDL126C_mRNA PA=P25694,NP_010157.1,YDL126C_mRNA","YDL126C,CDC48",835,OS=Yeast,1,0.999,25,82,82,82,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,49,4,1,0,0,0,0,0,17,3,0,0,0,
P26321|TX=559292,P26321,"P26321|TX=559292 OS=Yeast S288c GN=RPL5 TA=YPL131W_mRNA,NM_001183945.1 PA=YPL131W_mRNA,P26321,NP_015194.1",RPL5,297,OS=Yeast,1,0.9988,5,12,9,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,
P26637|TX=559292,P26637,"P26637|TX=559292 OS=Yeast S288c GN=CDC60 TA=NM_001183974.1,YPL160W_mRNA PA=YPL160W_mRNA,P26637,NP_015165.1",CDC60,1090,OS=Yeast,1,0.999,9,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,2,0,0,0,0,
P26783|TX=559292,P26783,"P26783|TX=559292 OS=Yeast S288c GN=RPS5 TA=NM_001181781.1,YJR123W_mRNA PA=YJR123W_mRNA,P26783,NP_012657.1",RPS5,225,OS=Yeast,1,0.999,9,43,43,43,0,0,0,2,1,1,3,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,10,0,0,0,0,0,1,1,11,1,
P26784|TX=559292,P26784,"P26784|TX=559292 OS=Yeast S288c GN=RPL16A TA=NM_001179481.1,YIL133C_mRNA PA=NP_012133.1,P26784,YIL133C_mRNA",RPL16A,199,OS=Yeast,1,0.999,4,18,18,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,
P26785|TX=559292,P26785,"P26785|TX=559292 OS=Yeast S288c GN=RPL16B TA=YNL069C_mRNA,NM_001182907.1 PA=NP_014330.1,P26785,YNL069C_mRNA",RPL16B,198,OS=Yeast,1,0.999,6,37,14,37,0,0,0,2,0,1,1,2,0,0,0,0,1,1,1,3,0,1,0,2,1,2,1,6,1,0,0,0,0,2,1,8,
P26786|TX=559292,P26786,"P26786|TX=559292 OS=Yeast S288c GN=RPS7A TA=NM_001183515.1,YOR096W_mRNA PA=P26786,NP_014739.1,YOR096W_mRNA",RPS7A,190,OS=Yeast,1,0.9876,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
P27476|TX=559292,P27476,"P27476|TX=559292 OS=Yeast S288c GN=NSR1 TA=YGR159C_mRNA,NM_001181288.1 PA=YGR159C_mRNA,P27476,NP_011675.1",NSR1,414,OS=Yeast,1,0.999,16,171,171,171,0,0,0,0,14,21,0,0,0,0,0,0,11,7,2,0,0,0,0,0,24,26,0,0,0,0,0,0,14,47,5,0,
P27514|TX=559292,P27514,"P27514|TX=559292 OS=Yeast S288c GN=YNR013C,PHO91 TA=YNR013C_mRNA,NM_001183190.3 PA=YNR013C_mRNA,NP_014410.3,P27514","YNR013C,PHO91",894,OS=Yeast,1,0.999,11,33,33,33,0,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,11,0,0,0,
P27515|TX=559292,P27515,"P27515|TX=559292 OS=Yeast S288c GN=URK1,YNR012W TA=NM_001183189.1,YNR012W_mRNA PA=NP_014409.1,P27515,YNR012W_mRNA","URK1,YNR012W",501,OS=Yeast,1,0.999,4,11,11,11,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,
P27614|TX=559292,P27614,"P27614|TX=559292 OS=Yeast S288c GN=CPS1,YJL172W TA=YJL172W_mRNA,NM_001181605.1 PA=NP_012363.1,YJL172W_mRNA,P27614","CPS1,YJL172W",576,OS=Yeast,1,0.999,8,44,44,44,0,0,0,0,10,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,12,3,0,0,
P27810|TX=559292,P27810,"P27810|TX=559292 OS=Yeast S288c GN=YOR099W,KTR1 TA=YOR099W_mRNA,NM_001183518.1 PA=YOR099W_mRNA,P27810,NP_014742.1","YOR099W,KTR1",393,OS=Yeast,1,0.999,6,22,22,22,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,4,0,
P28000|TX=559292,P28000,"P28000|TX=559292 OS=Yeast S288c GN=RPC19 TA=NM_001182951.1,YNL113W_mRNA PA=NP_014286.1,P28000,YNL113W_mRNA",RPC19,142,OS=Yeast,1,0.999,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
P28241|TX=559292,P28241,"P28241|TX=559292 OS=Yeast S288c GN=YOR136W,IDH2 TA=YOR136W_mRNA,NM_001183555.1 PA=NP_014779.1,YOR136W_mRNA,P28241","YOR136W,IDH2",369,OS=Yeast,1,0.999,9,19,19,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,
P28274|TX=559292,P28274,"P28274|TX=559292 OS=Yeast S288c GN=URA7,YBL039C TA=NM_001178279.1,YBL039C_mRNA PA=P28274,YBL039C_mRNA,NP_009514.1","URA7,YBL039C",579,OS=Yeast,1,0.999,17,63,52,63,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,29,6,0,0,
P28737|TX=559292,P28737,"P28737|TX=559292 OS=Yeast S288c GN=MSP1 TA=YGR028W_mRNA,NM_001181157.3 PA=NP_011542.3,YGR028W_mRNA,P28737",MSP1,362,OS=Yeast,1,0.999,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,
P28777|TX=559292,P28777,"P28777|TX=559292 OS=Yeast S288c GN=ARO2,YGL148W TA=NM_001181013.1,YGL148W_mRNA PA=P28777,NP_011367.1,YGL148W_mRNA","ARO2,YGL148W",376,OS=Yeast,1,0.999,9,42,42,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,18,5,0,
P28817|TX=559292,P28817,"P28817|TX=559292 OS=Yeast S288c GN=EHD3 TA=NM_001180344.1,YDR036C_mRNA PA=YDR036C_mRNA,NP_010321.1,P28817",EHD3,500,OS=Yeast,1,0.999,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
P29055|TX=559292,P29055,"P29055|TX=559292 OS=Yeast S288c GN=SUA7 TA=NM_001184183.1,YPR086W_mRNA PA=P29055,YPR086W_mRNA,NP_015411.1",SUA7,345,OS=Yeast,1,0.999,2,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,
P29295|TX=559292,P29295,"P29295|TX=559292 OS=Yeast S288c GN=HRR25 TA=NM_001184018.1,YPL204W_mRNA PA=P29295,NP_015120.1,YPL204W_mRNA",HRR25,494,OS=Yeast,1,0.999,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
P29311|TX=559292,P29311,"P29311|TX=559292 OS=Yeast S288c GN=BMH1 TA=YER177W_mRNA,NM_001179067.3 PA=YER177W_mRNA,NP_011104.3,P29311",BMH1,267,OS=Yeast,1,0.999,17,118,22,118,0,1,1,6,2,1,8,2,0,1,0,0,0,0,27,1,0,0,2,3,0,2,21,1,1,0,0,0,1,1,35,1,
P29453|TX=559292,P29453,"P29453|TX=559292 OS=Yeast S288c GN=RPL8B TA=NM_001181865.1,YLL045C_mRNA PA=NP_013055.1,P29453,YLL045C_mRNA",RPL8B,256,OS=Yeast,1,0.999,13,119,10,119,0,1,0,3,1,4,10,3,2,2,4,0,2,1,28,1,0,0,1,2,4,0,16,0,0,0,1,0,0,6,18,9,
P29468|TX=559292,P29468,"P29468|TX=559292 OS=Yeast S288c GN=YKR002W,PAP1 TA=NM_001179792.3,YKR002W_mRNA PA=NP_012927.3,P29468,YKR002W_mRNA","YKR002W,PAP1",568,OS=Yeast,1,0.9985,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,
P29469|TX=559292,P29469,"P29469|TX=559292 OS=Yeast S288c GN=MCM2,YBL023C TA=NM_001178263.1,YBL023C_mRNA PA=P29469,YBL023C_mRNA,NP_009530.1","MCM2,YBL023C",868,OS=Yeast,1,0.9891,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,
P29496|TX=559292,P29496,"P29496|TX=559292 OS=Yeast S288c GN=MCM5 TA=YLR274W_mRNA,NM_001182161.1 PA=YLR274W_mRNA,P29496,NP_013376.1",MCM5,775,OS=Yeast,1,0.999,11,32,32,32,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,
P29704|TX=559292,P29704,"P29704|TX=559292 OS=Yeast S288c GN=YHR190W,ERG9 TA=NM_001179321.1,YHR190W_mRNA PA=P29704,YHR190W_mRNA,NP_012060.1","YHR190W,ERG9",444,OS=Yeast,1,0.999,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,
P30624|TX=559292,P30624,"P30624|TX=559292 OS=Yeast S288c GN=FAA1,YOR317W TA=YOR317W_mRNA,NM_001183737.3 PA=YOR317W_mRNA,P30624,NP_014962.3","FAA1,YOR317W",700,OS=Yeast,1,0.999,13,28,25,28,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,14,0,0,0,
P30665|TX=559292,P30665,"P30665|TX=559292 OS=Yeast S288c GN=MCM4 TA=NM_001184116.1,YPR019W_mRNA PA=P30665,NP_015344.1,YPR019W_mRNA",MCM4,933,OS=Yeast,1,0.999,27,152,146,152,0,0,0,23,0,0,0,0,0,0,19,11,0,0,0,0,0,0,11,31,0,0,0,0,0,0,7,37,13,0,0,0,
P30822|TX=559292,P30822,"P30822|TX=559292 OS=Yeast S288c GN=CRM1 TA=YGR218W_mRNA,NM_001181347.3 PA=P30822,YGR218W_mRNA,NP_011734.3",CRM1,1084,OS=Yeast,1,0.9987,14,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18,1,0,0,0,
P31374|TX=559292,P31374,"P31374|TX=559292 OS=Yeast S288c GN=PSK1 TA=NM_001178162.2,YAL017W_mRNA PA=P31374,NP_009385.2,YAL017W_mRNA",PSK1,1356,OS=Yeast,1,0.9988,14,30,30,30,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,1,0,0,0,
P31382|TX=559292,P31382,"P31382|TX=559292 OS=Yeast S288c GN=PMT2 TA=YAL023C_mRNA,NM_001178168.1 PA=YAL023C_mRNA,NP_009379.2,P31382",PMT2,759,OS=Yeast,1,0.999,5,30,28,30,0,0,0,1,2,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,5,0,0,0,0,0,1,2,11,1,0,0,
P31383|TX=559292,P31383,"P31383|TX=559292 OS=Yeast S288c GN=TPD3 TA=NM_001178161.1,YAL016W_mRNA PA=YAL016W_mRNA,NP_009386.1,P31383",TPD3,635,OS=Yeast,1,0.9989,3,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,
P31539|TX=559292,P31539,"P31539|TX=559292 OS=Yeast S288c GN=YLL026W,HSP104 TA=NM_001181846.1,YLL026W_mRNA PA=P31539,YLL026W_mRNA,NP_013074.1","YLL026W,HSP104",908,OS=Yeast,1,0.999,33,165,160,165,0,0,0,26,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,42,20,0,0,0,
P32074|TX=559292,P32074,"P32074|TX=559292 OS=Yeast S288c GN=YNL287W,SEC21 TA=YNL287W_mRNA,NM_001183125.1 PA=YNL287W_mRNA,P32074,NP_014112.1","YNL287W,SEC21",935,OS=Yeast,1,0.9989,10,25,24,25,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,2,1,0,0,
P32263|TX=559292,P32263,"P32263|TX=559292 OS=Yeast S288c GN=PRO3 TA=YER023W_mRNA,NM_001178914.3 PA=YER023W_mRNA,P32263,NP_010940.3",PRO3,286,OS=Yeast,1,0.999,8,46,46,46,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,5,8,0,0,0,0,0,0,3,22,0,
P32264|TX=559292,P32264,"P32264|TX=559292 OS=Yeast S288c GN=PRO1,YDR300C TA=NM_001180608.3,YDR300C_mRNA PA=YDR300C_mRNA,P32264,NP_010586.3","PRO1,YDR300C",428,OS=Yeast,1,0.999,9,47,47,47,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,20,6,0,
P32288|TX=559292,P32288,"P32288|TX=559292 OS=Yeast S288c GN=YPR035W,GLN1 TA=NM_001184132.2,YPR035W_mRNA PA=NP_015360.2,P32288,YPR035W_mRNA","YPR035W,GLN1",370,OS=Yeast,1,0.9965,5,16,14,16,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,0,
P32324|TX=559292,P32324,"P32324|TX=559292 OS=Yeast S288c GN=EFT1,YOR133W,EFT2,YDR385W TA=NM_001183552.1,NM_001180693.1,YOR133W_mRNA,YDR385W_mRNA PA=YOR133W_mRNA,NP_014776.1,YDR385W_mRNA,P32324,NP_010673.1","EFT1,YOR133W,EFT2,YDR385W",842,OS=Yeast,1,0.999,32,329,327,329,0,1,3,44,8,3,0,0,0,2,8,34,6,2,0,0,0,4,4,55,19,11,0,0,0,0,6,61,33,18,7,0,
P32331|TX=559292,P32331,"P32331|TX=559292 OS=Yeast S288c GN=YMC1,YPR058W TA=YPR058W_mRNA,NM_001184155.1 PA=NP_015383.1,P32331,YPR058W_mRNA","YMC1,YPR058W",307,OS=Yeast,1,0.999,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,
P32332|TX=559292,P32332,"P32332|TX=559292 OS=Yeast S288c GN=OAC1,YKL120W TA=YKL120W_mRNA,NM_001179686.1 PA=P32332,YKL120W_mRNA,NP_012802.1","OAC1,YKL120W",324,OS=Yeast,1,0.999,10,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,14,0,
P32337|TX=559292,P32337,"P32337|TX=559292 OS=Yeast S288c GN=PSE1 TA=YMR308C_mRNA,NM_001182819.1 PA=YMR308C_mRNA,NP_014039.1,P32337",PSE1,1089,OS=Yeast,1,0.9988,11,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,14,1,0,0,0,
P32340|TX=559292,P32340,"P32340|TX=559292 OS=Yeast S288c GN=NDI1,YML120C TA=NM_001182483.1,YML120C_mRNA PA=YML120C_mRNA,NP_013586.1,P32340","NDI1,YML120C",513,OS=Yeast,1,0.999,8,21,21,21,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,
P32351|TX=559292,P32351,"P32351|TX=559292 OS=Yeast S288c GN=IMP2' TA=NM_001179502.3,YIL154C_mRNA PA=P32351,NP_012112.3,YIL154C_mRNA",IMP2',346,OS=Yeast,1,0.9873,3,6,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,
P32353|TX=559292,P32353,"P32353|TX=559292 OS=Yeast S288c GN=ERG3 TA=YLR056W_mRNA,NM_001181943.1 PA=YLR056W_mRNA,NP_013157.1,P32353",ERG3,365,OS=Yeast,1,0.9987,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,
P32364|TX=559292,P32364,"P32364|TX=559292 OS=Yeast S288c GN=SMY1,YKL079W TA=NM_001179645.1,YKL079W_mRNA PA=P32364,YKL079W_mRNA,NP_012844.1","SMY1,YKL079W",656,OS=Yeast,1,0.999,7,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,
P32366|TX=559292,P32366,"P32366|TX=559292 OS=Yeast S288c GN=VMA6,YLR447C TA=YLR447C_mRNA,NM_001182335.3 PA=NP_013552.3,P32366,YLR447C_mRNA","VMA6,YLR447C",345,OS=Yeast,1,0.9986,4,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,
P32368|TX=559292,P32368,"P32368|TX=559292 OS=Yeast S288c GN=SAC1 TA=YKL212W_mRNA,NM_001179777.1 PA=YKL212W_mRNA,NP_012710.1,P32368",SAC1,623,OS=Yeast,1,0.999,5,12,12,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,
P32379|TX=559292,P32379,"P32379|TX=559292 OS=Yeast S288c GN=PUP2 TA=NM_001181382.1,YGR253C_mRNA PA=NP_011769.1,YGR253C_mRNA,P32379",PUP2,260,OS=Yeast,1,0.9989,7,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,
P32381|TX=559292,P32381,"P32381|TX=559292 OS=Yeast S288c GN=ARP2 TA=YDL029W_mRNA,NM_001180088.1 PA=NP_010255.1,P32381,YDL029W_mRNA",ARP2,391,OS=Yeast,1,0.9968,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,
P32466|TX=559292,P32466,"P32466|TX=559292 OS=Yeast S288c GN=HXT3,YDR345C TA=YDR345C_mRNA,NM_001180653.1 PA=YDR345C_mRNA,NP_010632.1,P32466","HXT3,YDR345C",567,OS=Yeast,1,0.999,3,12,12,12,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,5,0,0,
P32476|TX=559292,P32476,"P32476|TX=559292 OS=Yeast S288c GN=ERG1,YGR175C TA=NM_001181304.1,YGR175C_mRNA PA=YGR175C_mRNA,NP_011691.1,P32476","ERG1,YGR175C",496,OS=Yeast,1,0.999,13,41,41,41,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,27,1,0,
P32481|TX=559292,P32481,"P32481|TX=559292 OS=Yeast S288c GN=GCD11 TA=YER025W_mRNA,NM_001178916.1 PA=YER025W_mRNA,P32481,NP_010942.1",GCD11,527,OS=Yeast,1,0.999,11,28,28,28,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,2,0,0,
P32487|TX=559292,P32487,"P32487|TX=559292 OS=Yeast S288c GN=YNL268W,LYP1 TA=NM_001183106.1,YNL268W_mRNA PA=YNL268W_mRNA,P32487,NP_014131.1","YNL268W,LYP1",611,OS=Yeast,1,0.998,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
P32496|TX=559292,P32496,"P32496|TX=559292 OS=Yeast S288c GN=RPN12 TA=YFR052W_mRNA,NM_001180017.1 PA=NP_116710.1,YFR052W_mRNA,P32496",RPN12,274,OS=Yeast,1,0.9959,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,
P32497|TX=559292,P32497,"P32497|TX=559292 OS=Yeast S288c GN=NIP1,YMR309C TA=YMR309C_mRNA,NM_001182820.1 PA=P32497,YMR309C_mRNA,NP_014040.1","NIP1,YMR309C",812,OS=Yeast,1,0.999,17,118,118,118,0,0,0,18,0,0,2,0,0,0,0,16,0,0,2,0,0,0,0,29,1,1,3,0,0,0,0,28,10,2,6,0,
P32500|TX=559292,P32500,"P32500|TX=559292 OS=Yeast S288c GN=NDC1,YML031W TA=YML031W_mRNA,NM_001182389.1 PA=YML031W_mRNA,P32500,NP_013681.1","NDC1,YML031W",655,OS=Yeast,1,0.999,8,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,2,0,0,
P32501|TX=559292,P32501,"P32501|TX=559292 OS=Yeast S288c GN=YDR211W,GCD6 TA=NM_001180519.3,YDR211W_mRNA PA=YDR211W_mRNA,P32501,NP_010497.3","YDR211W,GCD6",712,OS=Yeast,1,0.999,10,49,49,49,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,13,2,0,0,
P32502|TX=559292,P32502,"P32502|TX=559292 OS=Yeast S288c GN=GCD7,YLR291C TA=NM_001182179.1,YLR291C_mRNA PA=P32502,YLR291C_mRNA,NP_013394.1","GCD7,YLR291C",381,OS=Yeast,1,0.9989,7,18,15,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,1,0,
P32558|TX=559292,P32558,"P32558|TX=559292 OS=Yeast S288c GN=SPT16 TA=NM_001181072.1,YGL207W_mRNA PA=P32558,YGL207W_mRNA,NP_011308.1",SPT16,1035,OS=Yeast,1,0.999,3,12,12,12,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,
P32561|TX=559292,P32561,"P32561|TX=559292 OS=Yeast S288c GN=RPD3 TA=YNL330C_mRNA,NM_001183168.1 PA=NP_014069.1,P32561,YNL330C_mRNA",RPD3,433,OS=Yeast,1,0.999,6,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,
P32565|TX=559292,P32565,"P32565|TX=559292 OS=Yeast S288c GN=RPN2 TA=NM_001179425.1,YIL075C_mRNA PA=NP_012190.1,P32565,YIL075C_mRNA",RPN2,945,OS=Yeast,1,0.9989,16,32,30,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,4,0,0,0,
P32567|TX=559292,P32567,"P32567|TX=559292 OS=Yeast S288c GN=PAH1 TA=NM_001182669.1,YMR165C_mRNA PA=NP_013888.1,YMR165C_mRNA,P32567",PAH1,862,OS=Yeast,1,0.9988,7,13,12,13,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,
P32568|TX=559292,P32568,"P32568|TX=559292 OS=Yeast S288c GN=SNQ2,YDR011W TA=NM_001180319.1,YDR011W_mRNA PA=P32568,YDR011W_mRNA,NP_010294.1","SNQ2,YDR011W",1501,OS=Yeast,1,0.9987,11,38,17,38,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,
P32578|TX=559292,P32578,"P32578|TX=559292 OS=Yeast S288c GN=SIP1,YDR422C TA=YDR422C_mRNA,NM_001180730.3 PA=NP_010710.4,YDR422C_mRNA,P32578","SIP1,YDR422C",815,OS=Yeast,1,0.999,6,21,21,21,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,
P32582|TX=559292,P32582,"P32582|TX=559292 OS=Yeast S288c GN=CYS4 TA=NM_001181284.3,YGR155W_mRNA PA=NP_011671.3,P32582,YGR155W_mRNA",CYS4,507,OS=Yeast,1,0.999,7,12,12,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,
P32583|TX=559292,P32583,"P32583|TX=559292 OS=Yeast S288c GN=SRP40,YKR092C TA=YKR092C_mRNA,NM_001179882.3 PA=NP_013018.3,YKR092C_mRNA,P32583","SRP40,YKR092C",406,OS=Yeast,1,0.999,5,36,36,36,0,0,0,0,3,4,0,0,0,0,1,2,2,1,2,0,0,0,0,2,6,2,0,0,0,0,0,0,3,7,1,0,
P32588|TX=559292,P32588,"P32588|TX=559292 OS=Yeast S288c GN=PUB1 TA=YNL016W_mRNA,NM_001182855.1 PA=NP_014382.1,YNL016W_mRNA,P32588",PUB1,453,OS=Yeast,1,0.9982,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,
