Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-91,AFO-92,AFO-93,AFO-94,AFO-95,AFO-96,AFO-97,AFO-98,AFO-99,AFO-100,AFO-101,AFO-102,AFO-103,AFO-104,AFO-105,AFO-106,AFO-107,AFO-108,AFO-109,AFO-110,AFO-111,AFO-112,AFO-113,AFO-114,AFO-115,AFO-116,AFO-117,AFO-118,AFO-119,AFO-120,AFO-121,AFO-122,AFO-123,AFO-124,AFO-125,AFO-126,AFO-127,AFO-128,AFO-129,AFO-130,AFO-131,AFO-132,AFO-133,AFO-134,AFO-135,AFO-136,AFO-137,AFO-138,Indistinguishable Proteins
P37838|TX=559292,P37838,"P37838|TX=559292 OS=Yeast S288c GN=NOP4 TA=NM_001183857.1,YPL043W_mRNA PA=P37838,YPL043W_mRNA,NP_015282.1",NOP4,685,OS=Yeast,1,0.9951,2,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38011|TX=559292,P38011,"P38011|TX=559292 OS=Yeast S288c GN=ASC1 TA=YMR116C_mRNA,NM_001182616.1 PA=NP_013834.1,YMR116C_mRNA,P38011",ASC1,319,OS=Yeast,1,0.999,7,74,74,74,0,3,4,4,10,0,0,0,0,2,0,3,6,0,0,0,0,1,4,3,10,0,0,0,0,2,2,0,4,1,0,0,0,0,0,2,8,0,0,0,0,0,1,0,4,0,0,0,
P38061|TX=559292,P38061,"P38061|TX=559292 OS=Yeast S288c GN=RPL32 TA=NM_001178332.1,YBL092W_mRNA PA=P38061,YBL092W_mRNA,NP_009460.1",RPL32,130,OS=Yeast,1,0.9924,3,20,20,20,0,0,1,2,1,1,3,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
P38077|TX=559292,P38077,"P38077|TX=559292 OS=Yeast S288c GN=ATP3,YBR039W TA=YBR039W_mRNA,NM_001178387.1 PA=NP_009595.1,YBR039W_mRNA,P38077","ATP3,YBR039W",311,OS=Yeast,1,0.999,3,14,14,14,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,
P38084|TX=559292,P38084,"P38084|TX=559292 OS=Yeast S288c GN=BAP2,YBR068C TA=YBR068C_mRNA,NM_001178416.4 PA=YBR068C_mRNA,P38084,NP_009624.4","BAP2,YBR068C",609,OS=Yeast,1,0.999,5,7,7,7,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
P38088-2|TX=559292,P38088-2,"P38088-2|TX=559292 OS=Yeast S288c GN=GRS1 TA=NM_001178469.2,YBR121C_mRNA PA=YBR121C_mRNA,NP_009679.2,P38088-2",GRS1,667,OS=Yeast,1,0.9989,5,12,0,12,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P38088|TX=559292
P38127|TX=559292,P38127,"P38127|TX=559292 OS=Yeast S288c GN=RIM2 TA=NM_001178540.1,YBR192W_mRNA PA=P38127,NP_009751.1,YBR192W_mRNA",RIM2,377,OS=Yeast,1,0.9746,3,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P38130|TX=559292,P38130,"P38130|TX=559292 OS=Yeast S288c GN=KTR3,YBR205W TA=NM_001178553.3,YBR205W_mRNA PA=NP_009764.3,P38130,YBR205W_mRNA","KTR3,YBR205W",404,OS=Yeast,1,0.999,4,21,21,21,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,
P38152|TX=559292,P38152,"P38152|TX=559292 OS=Yeast S288c GN=YBR291C,CTP1 TA=YBR291C_mRNA,NM_001178639.1 PA=NP_009850.1,YBR291C_mRNA,P38152","YBR291C,CTP1",299,OS=Yeast,1,0.9969,3,9,9,9,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,
P38219|TX=559292,P38219,"P38219|TX=559292 OS=Yeast S288c GN=OLA1,YBR025C TA=YBR025C_mRNA,NM_001178373.1 PA=YBR025C_mRNA,NP_009581.1,P38219","OLA1,YBR025C",394,OS=Yeast,1,0.9966,4,11,11,11,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
P38241|TX=559292,P38241,"P38241|TX=559292 OS=Yeast S288c GN=ECM2 TA=NM_001178413.3,YBR065C_mRNA PA=NP_009621.3,P38241,YBR065C_mRNA",ECM2,364,OS=Yeast,1,0.9988,3,11,11,11,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,
P38248|TX=559292,P38248,"P38248|TX=559292 OS=Yeast S288c GN=YBR078W,ECM33 TA=YBR078W_mRNA,NM_001178426.2 PA=P38248,YBR078W_mRNA,NP_009634.2","YBR078W,ECM33",429,OS=Yeast,1,0.999,3,41,41,41,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,6,5,0,0,0,0,0,2,6,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
P38249|TX=559292,P38249,"P38249|TX=559292 OS=Yeast S288c GN=RPG1 TA=NM_001178427.1,YBR079C_mRNA PA=YBR079C_mRNA,P38249,NP_009635.1",RPG1,964,OS=Yeast,1,0.9988,6,14,14,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
P38250|TX=559292,P38250,"P38250|TX=559292 OS=Yeast S288c GN=YBR086C,IST2 TA=YBR086C_mRNA,NM_001178434.1 PA=YBR086C_mRNA,P38250,NP_009643.2","YBR086C,IST2",946,OS=Yeast,1,0.999,14,116,116,116,0,0,17,0,5,3,2,0,0,13,0,0,3,2,0,0,0,0,18,0,4,2,0,0,0,4,21,0,0,0,0,0,0,0,15,0,2,0,0,0,2,0,2,0,1,0,0,0,
P38264|TX=559292,P38264,"P38264|TX=559292 OS=Yeast S288c GN=PHO88,YBR106W TA=NM_001178454.1,YBR106W_mRNA PA=NP_009664.1,P38264,YBR106W_mRNA","PHO88,YBR106W",188,OS=Yeast,1,0.9981,4,17,17,17,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,
P38431-2|TX=559292,P38431-2,P38431-2|TX=559292 OS=Yeast S288c ,,388,OS=Yeast,1,0.9985,2,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,P38431|TX=559292
P38625|TX=559292,P38625,"P38625|TX=559292 OS=Yeast S288c GN=YMR217W,GUA1 TA=NM_001182724.1,YMR217W_mRNA PA=P38625,NP_013944.1,YMR217W_mRNA","YMR217W,GUA1",525,OS=Yeast,1,0.9983,5,21,21,21,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,
P38626|TX=559292,P38626,"P38626|TX=559292 OS=Yeast S288c GN=CBR1 TA=NM_001179393.1,YIL043C_mRNA PA=NP_012221.2,YIL043C_mRNA,P38626",CBR1,284,OS=Yeast,1,0.9988,12,60,60,60,0,0,0,0,8,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,0,0,
P38631|TX=559292,P38631,"P38631|TX=559292 OS=Yeast S288c GN=FKS1 TA=YLR342W_mRNA,NM_001182231.1 PA=P38631,YLR342W_mRNA,NP_013446.1",FKS1,1876,OS=Yeast,1,0.999,41,660,332,660,24,80,18,9,0,0,0,0,36,103,6,1,0,0,0,0,20,113,15,3,0,0,0,0,15,100,12,2,0,0,0,0,9,13,6,2,0,0,0,0,0,7,64,2,0,0,0,0,
P38689|TX=559292,P38689,"P38689|TX=559292 OS=Yeast S288c GN=PRS3,YHL011C TA=NM_001179091.1,YHL011C_mRNA PA=YHL011C_mRNA,NP_011852.1,P38689","PRS3,YHL011C",320,OS=Yeast,1,0.9985,7,32,32,32,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,
P38695|TX=559292,P38695,"P38695|TX=559292 OS=Yeast S288c GN=YHR096C,HXT5 TA=NM_001179226.1,YHR096C_mRNA PA=NP_011964.1,P38695,YHR096C_mRNA","YHR096C,HXT5",592,OS=Yeast,1,0.9964,2,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38701|TX=559292,P38701,"P38701|TX=559292 OS=Yeast S288c GN=RPS20 TA=YHL015W_mRNA,NM_001179095.1 PA=YHL015W_mRNA,NP_011848.1,P38701",RPS20,121,OS=Yeast,1,0.999,5,113,113,113,0,1,2,4,5,4,9,0,0,2,1,1,2,1,11,0,0,3,3,3,3,3,12,0,0,4,1,1,1,2,11,0,0,0,3,2,1,2,6,0,0,0,2,1,2,2,2,0,
P38712|TX=559292,P38712,"P38712|TX=559292 OS=Yeast S288c GN=YHR065C,RRP3 TA=YHR065C_mRNA,NM_001179195.1 PA=NP_011932.2,YHR065C_mRNA,P38712","YHR065C,RRP3",501,OS=Yeast,1,0.994,3,5,5,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
P38719|TX=559292,P38719,"P38719|TX=559292 OS=Yeast S288c GN=YHR169W,DBP8 TA=YHR169W_mRNA,NM_001179300.1 PA=P38719,YHR169W_mRNA,NP_012039.1","YHR169W,DBP8",431,OS=Yeast,1,0.9963,6,21,21,21,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,
P38755|TX=559292,P38755,"P38755|TX=559292 OS=Yeast S288c GN=YHR001W,OSH7 TA=NM_001179131.1,YHR001W_mRNA PA=NP_011863.1,P38755,YHR001W_mRNA","YHR001W,OSH7",437,OS=Yeast,1,0.986,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38764|TX=559292,P38764,"P38764|TX=559292 OS=Yeast S288c GN=RPN1 TA=NM_001179157.1,YHR027C_mRNA PA=NP_011892.1,P38764,YHR027C_mRNA",RPN1,993,OS=Yeast,1,0.999,5,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
P38788|TX=559292,P38788,"P38788|TX=559292 OS=Yeast S288c GN=SSZ1 TA=NM_001179194.1,YHR064C_mRNA PA=P38788,YHR064C_mRNA,NP_011931.2",SSZ1,538,OS=Yeast,1,0.9986,4,24,24,24,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,
P38805|TX=559292,P38805,"P38805|TX=559292 OS=Yeast S288c GN=YHR088W,RPF1 TA=YHR088W_mRNA,NM_001179218.1 PA=YHR088W_mRNA,NP_011956.1,P38805","YHR088W,RPF1",295,OS=Yeast,1,0.9984,6,19,19,19,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,
P38809|TX=559292,P38809,"P38809|TX=559292 OS=Yeast S288c GN=YHR097C TA=NM_001179227.1,YHR097C_mRNA PA=P38809,NP_011965.1,YHR097C_mRNA",YHR097C,366,OS=Yeast,1,0.999,8,72,70,72,0,0,0,8,9,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,8,0,0,0,
P38825|TX=559292,P38825,"P38825|TX=559292 OS=Yeast S288c GN=TOM71 TA=YHR117W_mRNA,NM_001179247.1 PA=NP_011985.1,YHR117W_mRNA,P38825",TOM71,639,OS=Yeast,1,0.998,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38828|TX=559292,P38828,"P38828|TX=559292 OS=Yeast S288c GN=YHR121W,LSM12 TA=YHR121W_mRNA,NM_001179251.1 PA=NP_011989.1,YHR121W_mRNA,P38828","YHR121W,LSM12",187,OS=Yeast,1,0.9968,4,17,17,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,
P38879|TX=559292,P38879,"P38879|TX=559292 OS=Yeast S288c GN=YHR193C,EGD2 TA=NM_001179324.3,YHR193C_mRNA PA=NP_012063.3,P38879,YHR193C_mRNA","YHR193C,EGD2",174,OS=Yeast,1,0.999,4,27,27,27,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,
P38911|TX=559292,P38911,"P38911|TX=559292 OS=Yeast S288c GN=FPR3 TA=YML074C_mRNA,NM_001182433.1 PA=YML074C_mRNA,P38911,NP_013637.1",FPR3,411,OS=Yeast,1,0.9988,3,7,7,7,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38961|TX=559292,P38961,"P38961|TX=559292 OS=Yeast S288c GN=RRP8,YDR083W TA=NM_001180391.3,YDR083W_mRNA PA=P38961,YDR083W_mRNA,NP_010368.5","RRP8,YDR083W",392,OS=Yeast,1,0.9961,4,9,9,9,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
P38968|TX=559292,P38968,"P38968|TX=559292 OS=Yeast S288c GN=SEC31 TA=NM_001180255.2,YDL195W_mRNA PA=NP_010086.2,YDL195W_mRNA,P38968",SEC31,1273,OS=Yeast,1,0.9989,3,5,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
P38985|TX=559292,P38985,"P38985|TX=559292 OS=Yeast S288c GN=SRP14,YDL092W TA=NM_001180151.1,YDL092W_mRNA PA=NP_010191.1,P38985,YDL092W_mRNA","SRP14,YDL092W",146,OS=Yeast,1,0.9932,2,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39007|TX=559292,P39007,"P39007|TX=559292 OS=Yeast S288c GN=STT3,YGL022W TA=NM_001180887.1,YGL022W_mRNA PA=YGL022W_mRNA,P39007,NP_011493.1","STT3,YGL022W",718,OS=Yeast,1,0.9972,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,
P39015|TX=559292,P39015,"P39015|TX=559292 OS=Yeast S288c GN=STM1 TA=YLR150W_mRNA,NM_001182037.1 PA=YLR150W_mRNA,P39015,NP_013251.1",STM1,273,OS=Yeast,1,0.999,6,40,40,40,0,0,2,3,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,0,
P39077|TX=559292,P39077,"P39077|TX=559292 OS=Yeast S288c GN=CCT3 TA=NM_001181448.1,YJL014W_mRNA PA=NP_012520.1,P39077,YJL014W_mRNA",CCT3,534,OS=Yeast,1,0.9985,9,21,21,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,
P39078|TX=559292,P39078,"P39078|TX=559292 OS=Yeast S288c GN=CCT4 TA=NM_001180203.1,YDL143W_mRNA PA=P39078,YDL143W_mRNA,NP_010138.1",CCT4,528,OS=Yeast,1,0.999,8,27,27,27,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,
P39079|TX=559292,P39079,"P39079|TX=559292 OS=Yeast S288c GN=CCT6 TA=NM_001180496.3,YDR188W_mRNA PA=NP_010474.3,YDR188W_mRNA,P39079",CCT6,546,OS=Yeast,1,0.9968,2,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39106|TX=559292,P39106,"P39106|TX=559292 OS=Yeast S288c GN=MNN1,YER001W TA=YER001W_mRNA,NM_001178892.1 PA=P39106,NP_010916.1,YER001W_mRNA","MNN1,YER001W",762,OS=Yeast,1,0.997,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39107|TX=559292,P39107,"P39107|TX=559292 OS=Yeast S288c GN=YPL050C,MNN9 TA=NM_001183864.1,YPL050C_mRNA PA=NP_015275.1,P39107,YPL050C_mRNA","YPL050C,MNN9",395,OS=Yeast,1,0.9954,2,11,11,11,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,
P39516|TX=559292,P39516,"P39516|TX=559292 OS=Yeast S288c GN=RPS14B TA=YJL191W_mRNA,NM_001181624.1 PA=P39516,NP_012344.1,YJL191W_mRNA",RPS14B,138,OS=Yeast,1,0.999,9,338,20,338,0,3,5,2,4,4,44,3,0,4,2,3,4,2,48,3,1,4,6,1,3,4,37,2,0,3,4,0,3,5,37,9,0,1,3,2,3,3,35,5,1,0,4,1,3,2,20,5,
P39517|TX=559292,P39517,"P39517|TX=559292 OS=Yeast S288c GN=YDL160C,DHH1 TA=YDL160C_mRNA,NM_001180220.1 PA=YDL160C_mRNA,P39517,NP_010121.1","YDL160C,DHH1",506,OS=Yeast,1,0.9984,5,14,14,14,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39522|TX=559292,P39522,"P39522|TX=559292 OS=Yeast S288c GN=YJR016C,ILV3 TA=NM_001181674.1,YJR016C_mRNA PA=NP_012550.1,P39522,YJR016C_mRNA","YJR016C,ILV3",585,OS=Yeast,1,0.9988,5,8,8,8,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39523|TX=559292,P39523,"P39523|TX=559292 OS=Yeast S288c GN=YMR124W TA=NM_001182625.1,YMR124W_mRNA PA=P39523,NP_013843.1,YMR124W_mRNA",YMR124W,943,OS=Yeast,1,0.9989,6,22,22,22,0,2,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
P39524|TX=559292,P39524,"P39524|TX=559292 OS=Yeast S288c GN=DRS2 TA=YAL026C_mRNA,NM_001178171.2 PA=P39524,NP_009376.2,YAL026C_mRNA",DRS2,1355,OS=Yeast,1,0.9929,3,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39526|TX=559292,P39526,"P39526|TX=559292 OS=Yeast S288c GN=LAA1,YJL207C TA=YJL207C_mRNA,NM_001181640.1 PA=YJL207C_mRNA,P39526,NP_012328.1","LAA1,YJL207C",2014,OS=Yeast,1,0.9988,9,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,
P39676|TX=559292,P39676,"P39676|TX=559292 OS=Yeast S288c GN=YHB1 TA=YGR234W_mRNA,NM_001181363.1 PA=P39676,YGR234W_mRNA,NP_011750.1",YHB1,399,OS=Yeast,1,0.9989,4,31,31,31,0,0,1,4,5,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,
P39727|TX=559292,P39727,"P39727|TX=559292 OS=Yeast S288c GN=ERV46 TA=NM_001178187.1,YAL042W_mRNA PA=P39727,YAL042W_mRNA,NP_009358.1",ERV46,415,OS=Yeast,1,0.999,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
P39730|TX=559292,P39730,"P39730|TX=559292 OS=Yeast S288c GN=FUN12 TA=NM_001178180.1,YAL035W_mRNA PA=YAL035W_mRNA,NP_009365.1,P39730",FUN12,1002,OS=Yeast,1,0.9959,6,26,26,26,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
P39744|TX=559292,P39744,"P39744|TX=559292 OS=Yeast S288c GN=NOC2,YOR206W TA=YOR206W_mRNA,NM_001183625.3 PA=YOR206W_mRNA,P39744,NP_014849.3","NOC2,YOR206W",710,OS=Yeast,1,0.9986,4,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39926|TX=559292,P39926,"P39926|TX=559292 OS=Yeast S288c GN=YMR183C,SSO2 TA=NM_001182689.1,YMR183C_mRNA PA=P39926,NP_013908.1,YMR183C_mRNA","YMR183C,SSO2",295,OS=Yeast,1,0.9948,3,9,1,9,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P39935|TX=559292,P39935,"P39935|TX=559292 OS=Yeast S288c GN=TIF4631 TA=NM_001181291.3,YGR162W_mRNA PA=P39935,NP_011678.3,YGR162W_mRNA",TIF4631,952,OS=Yeast,1,0.9923,3,7,7,7,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39940|TX=559292,P39940,"P39940|TX=559292 OS=Yeast S288c GN=RSP5 TA=YER125W_mRNA,NM_001179015.3 PA=YER125W_mRNA,P39940,NP_011051.3",RSP5,809,OS=Yeast,1,0.9988,4,7,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39954|TX=559292,P39954,"P39954|TX=559292 OS=Yeast S288c GN=YER043C,SAH1 TA=NM_001178934.3,YER043C_mRNA PA=P39954,YER043C_mRNA,NP_010961.3","YER043C,SAH1",449,OS=Yeast,1,0.9989,9,75,75,75,1,2,6,13,0,0,0,0,0,5,0,8,0,0,0,0,0,2,2,5,2,0,0,0,2,2,4,4,1,0,0,0,0,0,3,6,0,0,1,0,0,0,2,3,1,0,0,0,
P39962|TX=559292,P39962,"P39962|TX=559292 OS=Yeast S288c GN=YCK3 TA=YER123W_mRNA,NM_001179013.1 PA=YER123W_mRNA,P39962,NP_011049.2",YCK3,524,OS=Yeast,1,0.9989,5,37,37,37,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,
P39986|TX=559292,P39986,"P39986|TX=559292 OS=Yeast S288c GN=SPF1 TA=NM_001178846.3,YEL031W_mRNA PA=YEL031W_mRNA,NP_010883.3,P39986",SPF1,1215,OS=Yeast,1,0.9958,5,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
P39990|TX=559292,P39990,"P39990|TX=559292 OS=Yeast S288c GN=YEL026W,SNU13 TA=YEL026W_mRNA,NM_001178841.1 PA=P39990,YEL026W_mRNA,NP_010888.1","YEL026W,SNU13",126,OS=Yeast,1,0.9974,4,18,18,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
P39998|TX=559292,P39998,"P39998|TX=559292 OS=Yeast S288c GN=EDC3 TA=NM_001178830.1,YEL015W_mRNA PA=P39998,NP_010901.1,YEL015W_mRNA",EDC3,551,OS=Yeast,1,0.9967,4,11,11,11,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
