"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","set","DE","GO"
"MF","GO:0140318","protein transporter activity",0.0117322291235335,0.00574312565262792,0.00102177189222917,0.0160758777710723,0.0142689548458671,"YBR171W/YBR283C/YDR086C/YER087C-B/YGR082W/YHL028W/YHR005C-A/YHR117W/YJR135W-A/YLR378C/YMR203W/YNL131W/YOR045W/YOR254C/YPL063W/YPL094C/YPR133W-A",17,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_protein transporter activity"
"BP","GO:0006446","regulation of translational initiation",0.0116438356164384,0.00519210799584631,0.000238420103184048,0.00461193887096643,0.00417235180572084,"YCR059C/YCR077C/YEL034W/YER165W/YGL178W/YGR083C/YGR162W/YJL138C/YKR059W/YKR026C/YLR150W/YLR291C/YOL139C/YOR204W/YOR260W/YPR041W/YPR129W",17,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_regulation of translational initiation"
"CC","GO:0005732","sno(s)RNA-containing ribonucleoprotein complex",0.0109664153529815,0.00554112554112554,0.00219126305778215,0.0195570227907057,0.0168957914718466,"YBL026W/YDL014W/YDL208W/YDR378C/YEL026W/YHR052W/YHR062C/YHR072W-A/YHR089C/YJR002W/YLR175W/YLR197W/YNL124W/YOR310C/YPR137W/YPR182W",16,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_sno(s)RNA-containing ribonucleoprotein complex"
"BP","GO:0006415","translational termination",0.010958904109589,0.00449982692973347,9.49297562643248e-05,0.00226005842798527,0.00204464090415469,"YAL003W/YBR143C/YDL229W/YDR091C/YDR172W/YDR429C/YDR432W/YEL034W/YER049W/YJR047C/YLR075W/YLR249W/YNL209W/YOR046C/YOR051C/YPL226W",16,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_translational termination"
"BP","GO:0009127","purine nucleoside monophosphate biosynthetic process",0.010958904109589,0.00380754586362063,3.87404538566658e-06,0.00011793610297021,0.000106695020457702,"YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W",16,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_purine nucleoside monophosphate biosynthetic process"
"BP","GO:0009168","purine ribonucleoside monophosphate biosynthetic process",0.010958904109589,0.00380754586362063,3.87404538566658e-06,0.00011793610297021,0.000106695020457702,"YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W",16,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_purine ribonucleoside monophosphate biosynthetic process"
"MF","GO:0003727","single-stranded RNA binding",0.010351966873706,0.00469892098851375,0.000723140912773865,0.0121900896724737,0.0108199279430075,"YDR194C/YDR432W/YER049W/YER165W/YIR001C/YJL050W/YKL025C/YMR229C/YNL016W/YNL175C/YNL255C/YOR001W/YOR204W/YPR163C/YPR182W",15,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_single-stranded RNA binding"
"MF","GO:0008320","protein transmembrane transporter activity",0.010351966873706,0.00452488687782805,0.000418120091443299,0.00759048781389373,0.0067373196920823,"YBR171W/YBR283C/YDR086C/YER087C-B/YGR082W/YHL028W/YHR117W/YLR378C/YMR203W/YNL131W/YOR045W/YOR254C/YPL063W/YPL094C/YPR133W-A",15,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_protein transmembrane transporter activity"
"MF","GO:0022884","macromolecule transmembrane transporter activity",0.010351966873706,0.00452488687782805,0.000418120091443299,0.00759048781389373,0.0067373196920823,"YBR171W/YBR283C/YDR086C/YER087C-B/YGR082W/YHL028W/YHR117W/YLR378C/YMR203W/YNL131W/YOR045W/YOR254C/YPL063W/YPL094C/YPR133W-A",15,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_macromolecule transmembrane transporter activity"
"BP","GO:0009116","nucleoside metabolic process",0.0102739726027397,0.0050190377293181,0.00195132759429276,0.028677817122014,0.0259443902880902,"YBL068W/YCL050C/YDR399W/YER043C/YHL011C/YHR128W/YJR105W/YKL181W/YML022W/YML106W/YMR300C/YNR012W/YOL052C/YOL061W/YPL273W",15,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_nucleoside metabolic process"
"BP","GO:0009081","branched-chain amino acid metabolic process",0.0102739726027397,0.00432675666320526,0.000235910361553584,0.00461142675163164,0.00417188849905286,"YCL009C/YCL064C/YDL219W/YDR158W/YER086W/YGL009C/YHR208W/YIL051C/YJR016C/YLR044C/YLR134W/YLR355C/YMR108W/YNL104C/YOR108W",15,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_branched-chain amino acid metabolic process"
"BP","GO:0001731","formation of translation preinitiation complex",0.0102739726027397,0.00346140533056421,4.21891261303243e-06,0.000126363237458084,0.000114318922417653,"YCR077C/YER007C-A/YER025W/YGR162W/YJL138C/YKR059W/YJR007W/YMR260C/YNL175C/YNL244C/YOL139C/YOR204W/YPL237W/YPR041W/YPR163C",15,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_formation of translation preinitiation complex"
"MF","GO:0034511","U3 snoRNA binding",0.00966183574879227,0.0031326139923425,4.2437561415706e-06,0.000117826641107137,0.000104582968690099,"YDL060W/YDL148C/YEL026W/YGR128C/YHR196W/YJL033W/YJL109C/YLR129W/YLR222C/YMR093W/YMR229C/YPL126W/YPL217C/YPR137W",14,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_U3 snoRNA binding"
"CC","GO:0030688","preribosome, small subunit precursor",0.00959561343385881,0.00398268398268398,0.000309654498629361,0.00315847588601949,0.00272868475483918,"YBL004W/YBR247C/YCL059C/YDL060W/YDL148C/YDR087C/YER082C/YJL010C/YJL109C/YNL132W/YNL178W/YPL012W/YPL266W/YPR144C",14,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_preribosome, small subunit precursor"
"BP","GO:0046148","pigment biosynthetic process",0.00958904109589041,0.00467289719626168,0.00266904975084229,0.037266356295595,0.0337143126422184,"YDL120W/YDL205C/YDR044W/YDR232W/YDR408C/YGL040C/YGL234W/YKR080W/YML022W/YMR300C/YNL141W/YOR176W/YOR278W/YPL252C",14,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_pigment biosynthetic process"
"BP","GO:0030488","tRNA methylation",0.00958904109589041,0.00415368639667705,0.000572450370777282,0.0100286824389945,0.00907279832930032,"YBL024W/YBR061C/YDL112W/YDL201W/YDR165W/YGL236C/YHR070W/YKR056W/YMR259C/YNL062C/YNR046W/YOL093W/YOL124C/YPL183C",14,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_tRNA methylation"
"BP","GO:0031125","rRNA 3'-end processing",0.00958904109589041,0.00398061613014884,0.000310241331557378,0.0058193752798187,0.00526470138400399,"YDL060W/YDL111C/YGR158C/YGR195W/YGR214W/YJL050W/YJL136C/YKR057W/YLR048W/YLR059C/YLR293C/YNL232W/YOL021C/YOR001W",14,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_rRNA 3'-end processing"
"MF","GO:0001054","RNA polymerase I activity",0.00897170462387854,0.00243647754959972,1.72086336652217e-07,6.76872924165385e-06,6.00792649013879e-06,"YBR154C/YDR156W/YHR143W-A/YJL148W/YJR063W/YNL113W/YNL248C/YOR224C/YOR340C/YOR341W/YPR010C/YPR110C/YPR187W",13,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_RNA polymerase I activity"
"CC","GO:0005736","RNA polymerase I complex",0.00891021247429746,0.00242424242424242,1.76211930578775e-07,3.93172870103893e-06,3.39671681970929e-06,"YBR154C/YDR156W/YHR143W-A/YJL148W/YJR063W/YNL113W/YNL248C/YOR224C/YOR340C/YOR341W/YPR010C/YPR110C/YPR187W",13,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_RNA polymerase I complex"
"CC","GO:0009986","cell surface",0.00822481151473612,0.00346320346320346,0.00101395698183377,0.00952585901354354,0.0082296231489555,"YDR261C/YDR420W/YGL028C/YGR014W/YGR279C/YIL123W/YJL116C/YKR042W/YMR186W/YMR305C/YNL066W/YOR247W",12,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_cell surface"
"CC","GO:0070993","translation preinitiation complex",0.00822481151473612,0.00225108225108225,6.5274412912987e-07,1.37076267117273e-05,1.18423547885481e-05,"YBR079C/YDR429C/YER025W/YJR007W/YLR192C/YMR146C/YMR260C/YMR309C/YNL244C/YOR361C/YPL237W/YPR041W",12,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_translation preinitiation complex"
"BP","GO:0006620","posttranslational protein targeting to endoplasmic reticulum membrane",0.00821917808219178,0.00380754586362063,0.00310676450111626,0.0421113991136708,0.0380975500866812,"YBR171W/YBR283C/YDR086C/YDR252W/YER019C-A/YER087C-B/YHR193C/YJR117W/YLR378C/YOR254C/YPL037C/YPL094C",12,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_posttranslational protein targeting to endoplasmic reticulum membrane"
"BP","GO:0006613","cotranslational protein targeting to membrane",0.00821917808219178,0.00346140533056421,0.00101559236292333,0.0162582329133502,0.0147085790492345,"YBR283C/YDL092W/YDR086C/YDR292C/YER019C-A/YER087C-B/YKL122C/YLL024C/YLR378C/YML105C/YOR254C/YPL243W",12,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_cotranslational protein targeting to membrane"
"BP","GO:0006614","SRP-dependent cotranslational protein targeting to membrane",0.00821917808219178,0.00346140533056421,0.00101559236292333,0.0162582329133502,0.0147085790492345,"YBR283C/YDL092W/YDR086C/YDR292C/YER019C-A/YER087C-B/YKL122C/YLL024C/YLR378C/YML105C/YOR254C/YPL243W",12,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_SRP-dependent cotranslational protein targeting to membrane"
"BP","GO:0009082","branched-chain amino acid biosynthetic process",0.00821917808219178,0.00276912426445137,4.16344891408816e-05,0.00103086995112823,0.000932612556755748,"YCL009C/YCL064C/YDR158W/YER086W/YGL009C/YHR208W/YIL051C/YJR016C/YLR355C/YMR108W/YNL104C/YOR108W",12,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_branched-chain amino acid biosynthetic process"
"MF","GO:0070180","large ribosomal subunit rRNA binding",0.00759144237405107,0.00261051166028542,0.000122843071108254,0.00263554225286799,0.00233930824407105,"YBL087C/YER117W/YDR418W/YEL054C/YGR103W/YHR052W/YHR170W/YKL009W/YLR340W/YMR049C/YPL043W",11,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_large ribosomal subunit rRNA binding"
"CC","GO:0012507","ER to Golgi transport vesicle membrane",0.00753941055517478,0.00329004329004329,0.00246602993619908,0.0213234287796335,0.0184218329129665,"YDL121C/YDL195W/YEL043W/YHR035W/YHR098C/YIL109C/YLR208W/YLR268W/YPL085W/YPL218W/YPR181C",11,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_ER to Golgi transport vesicle membrane"
"BP","GO:0006448","regulation of translational elongation",0.00753424657534247,0.00294219453097958,0.000676858949669888,0.0117469819582896,0.0106273180882749,"YBR246W/YDL160C/YDR385W/YOR133W/YEL034W/YFR009W/YGL195W/YJR047C/YKL191W/YLR172C/YMR116C",11,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_regulation of translational elongation"
"MF","GO:0001056","RNA polymerase III activity",0.00690131124913734,0.0029585798816568,0.00327737575189896,0.0429700376360086,0.0381402207384733,"YBR154C/YDL150W/YHR143W-A/YJL011C/YNL113W/YNR003C/YOR224C/YPR110C/YPR187W/YPR190C",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_RNA polymerase III activity"
"MF","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.00690131124913734,0.0029585798816568,0.00327737575189896,0.0429700376360086,0.0381402207384733,"YBR127C/YDL185W/YEL027W/YGR020C/YHR026W/YHR039C-A/YKL080W/YOR270C/YPL234C/YPR036W",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"
"MF","GO:0046961","proton-transporting ATPase activity, rotational mechanism",0.00690131124913734,0.0029585798816568,0.00327737575189896,0.0429700376360086,0.0381402207384733,"YBR127C/YDL185W/YEL027W/YGR020C/YHR026W/YHR039C-A/YKL080W/YOR270C/YPL234C/YPR036W",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_proton-transporting ATPase activity, rotational mechanism"
"MF","GO:0003746","translation elongation factor activity",0.00690131124913734,0.00261051166028542,0.000842286095798591,0.0137089323178253,0.0121680532169815,"YAL003W/YBR118W/YPR080W/YDR385W/YOR133W/YEL034W/YJR047C/YKL081W/YLR249W/YOR187W",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_translation elongation factor activity"
"CC","GO:0005666","RNA polymerase III complex",0.00685400959561343,0.00294372294372294,0.00332622464407168,0.0269877772257634,0.0233154024094019,"YBR154C/YDL150W/YHR143W-A/YJL011C/YNL113W/YNR003C/YOR224C/YPR110C/YPR187W/YPR190C",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_RNA polymerase III complex"
"CC","GO:0016471","vacuolar proton-transporting V-type ATPase complex",0.00685400959561343,0.0025974025974026,0.000855753440881164,0.00825686428093447,0.00713330748728822,"YBR127C/YDL185W/YEL027W/YGR020C/YHR026W/YHR039C-A/YKL080W/YOR270C/YPL234C/YPR036W",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_vacuolar proton-transporting V-type ATPase complex"
"CC","GO:0033176","proton-transporting V-type ATPase complex",0.00685400959561343,0.0025974025974026,0.000855753440881164,0.00825686428093447,0.00713330748728822,"YBR127C/YDL185W/YEL027W/YGR020C/YHR026W/YHR039C-A/YKL080W/YOR270C/YPL234C/YPR036W",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_proton-transporting V-type ATPase complex"
"CC","GO:0033290","eukaryotic 48S preinitiation complex",0.00685400959561343,0.0019047619047619,8.78468907857993e-06,0.000125445360042121,0.00010837532210627,"YBR079C/YDR429C/YER025W/YJR007W/YLR192C/YMR146C/YMR260C/YMR309C/YOR361C/YPR041W",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_eukaryotic 48S preinitiation complex"
"CC","GO:0016282","eukaryotic 43S preinitiation complex",0.00685400959561343,0.00173160173160173,1.03512994456849e-06,1.84770695105476e-05,1.59627933557141e-05,"YBR079C/YDR429C/YER025W/YLR192C/YMR146C/YMR260C/YMR309C/YNL244C/YOR361C/YPL237W",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_eukaryotic 43S preinitiation complex"
"CC","GO:0043614","multi-eIF complex",0.00685400959561343,0.00173160173160173,1.03512994456849e-06,1.84770695105476e-05,1.59627933557141e-05,"YBR079C/YDR429C/YER025W/YJR007W/YMR146C/YMR309C/YNL244C/YOR361C/YPL237W/YPR041W",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_multi-eIF complex"
"BP","GO:0090114","COPII-coated vesicle budding",0.00684931506849315,0.00242298373139495,0.000369199975890715,0.00685604355229058,0.00620255959496401,"YCR067C/YDL195W/YDL212W/YHR035W/YHR098C/YIL109C/YLR208W/YPL085W/YPL218W/YPR181C",10,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_COPII-coated vesicle budding"
"CC","GO:0005791","rough endoplasmic reticulum",0.00616860863605209,0.0019047619047619,0.000135623594008185,0.00142404773708594,0.00123026975369654,"YBR171W/YBR283C/YDR086C/YDR292C/YER019C-A/YER087C-B/YLR378C/YOR254C/YPL094C",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_rough endoplasmic reticulum"
"CC","GO:0030867","rough endoplasmic reticulum membrane",0.00616860863605209,0.0019047619047619,0.000135623594008185,0.00142404773708594,0.00123026975369654,"YBR171W/YBR283C/YDR086C/YDR292C/YER019C-A/YER087C-B/YLR378C/YOR254C/YPL094C",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_rough endoplasmic reticulum membrane"
"BP","GO:0031204","posttranslational protein targeting to membrane, translocation",0.00616438356164384,0.00242298373139495,0.00230685763200474,0.032453292595703,0.0293600062255149,"YBR171W/YBR283C/YDR086C/YER019C-A/YER087C-B/YJR117W/YLR378C/YOR254C/YPL094C",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_posttranslational protein targeting to membrane, translocation"
"BP","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle",0.00616438356164384,0.00242298373139495,0.00230685763200474,0.032453292595703,0.0293600062255149,"YAL021C/YAL040C/YGR155W/YGR245C/YLR103C/YMR199W/YNL197C/YOR066W/YPL256C",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_positive regulation of G1/S transition of mitotic cell cycle"
"BP","GO:1902808","positive regulation of cell cycle G1/S phase transition",0.00616438356164384,0.00242298373139495,0.00230685763200474,0.032453292595703,0.0293600062255149,"YAL021C/YAL040C/YGR155W/YGR245C/YLR103C/YMR199W/YNL197C/YOR066W/YPL256C",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_positive regulation of cell cycle G1/S phase transition"
"BP","GO:0035268","protein mannosylation",0.00616438356164384,0.00224991346486674,0.00106122056736001,0.0167007338439622,0.0151089029929222,"YAL023C/YBR015C/YDL093W/YDL095W/YJL186W/YJR143C/YOR085W/YOR198C/YPR183W",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_protein mannosylation"
"BP","GO:0046040","IMP metabolic process",0.00616438356164384,0.00224991346486674,0.00106122056736001,0.0167007338439622,0.0151089029929222,"YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YLR359W/YMR120C/YMR300C/YNL220W",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_IMP metabolic process"
"BP","GO:0006549","isoleucine metabolic process",0.00616438356164384,0.00207684319833853,0.000420988614355758,0.00759005686270527,0.00686661040890946,"YCL009C/YCL064C/YDR158W/YER086W/YHR208W/YIL051C/YJR016C/YLR355C/YMR108W",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_isoleucine metabolic process"
"BP","GO:0009097","isoleucine biosynthetic process",0.00616438356164384,0.00190377293181032,0.000135814613504272,0.00300247306282659,0.00271629227008545,"YCL009C/YCL064C/YDR158W/YER086W/YHR208W/YIL051C/YJR016C/YLR355C/YMR108W",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_isoleucine biosynthetic process"
"BP","GO:0001732","formation of cytoplasmic translation initiation complex",0.00616438356164384,0.0017307026652821,3.1892728999858e-05,0.000816360709159503,0.000738549268383395,"YBR079C/YDR429C/YLR192C/YMR146C/YMR260C/YMR309C/YOR361C/YPL237W/YPR041W",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_formation of cytoplasmic translation initiation complex"
"BP","GO:1902626","assembly of large subunit precursor of preribosome",0.00616438356164384,0.0017307026652821,3.1892728999858e-05,0.000816360709159503,0.000738549268383395,"YDL031W/YGL031C/YGR148C/YKR081C/YLR009W/YNL061W/YPL093W/YPL211W/YPR016C",9,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_assembly of large subunit precursor of preribosome"
"MF","GO:0003968","RNA-directed 5'-3' RNA polymerase activity",0.00552104899930987,0.00208840932822833,0.00292256383430468,0.0418015190846003,0.0371030432552875,"YBR154C/YDL140C/YGL070C/YHR143W-A/YIL021W/YOL005C/YOR224C/YPR187W",8,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_RNA-directed 5'-3' RNA polymerase activity"
"CC","GO:0005665","RNA polymerase II, core complex",0.00548320767649075,0.00207792207792208,0.00296000464236853,0.0245749222633852,0.0212308778510154,"YBR154C/YDL140C/YGL070C/YHR143W-A/YIL021W/YOL005C/YOR224C/YPR187W",8,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","CC_RNA polymerase II, core complex"
"BP","GO:0001172","transcription, RNA-templated",0.00547945205479452,0.00207684319833853,0.00296339732029412,0.040463447233722,0.0366066727801039,"YBR154C/YDL140C/YGL070C/YHR143W-A/YIL021W/YOL005C/YOR224C/YPR187W",8,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_transcription, RNA-templated"
"BP","GO:0006188","IMP biosynthetic process",0.00547945205479452,0.00207684319833853,0.00296339732029412,0.040463447233722,0.0366066727801039,"YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YLR359W/YMR120C/YMR300C",8,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_IMP biosynthetic process"
"BP","GO:0000038","very long-chain fatty acid metabolic process",0.00547945205479452,0.00190377293181032,0.00126845818300188,0.0196293903819541,0.0177584145620263,"YBR041W/YBR159W/YCR034W/YDL015C/YJL097W/YJL196C/YLR372W/YMR272C",8,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_very long-chain fatty acid metabolic process"
"MF","GO:0015205","nucleobase transmembrane transporter activity",0.00483091787439614,0.00174034110685694,0.00366878244721541,0.0468017652725858,0.0415412635559526,"YAL022C/YBL042C/YBR021W/YER056C/YER060W/YER060W-A/YOR071C",7,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","MF_nucleobase transmembrane transporter activity"
"BP","GO:0006488","dolichol-linked oligosaccharide biosynthetic process",0.00479452054794521,0.0017307026652821,0.00371473585421864,0.0492733177234572,0.0445768302506237,"YBR070C/YBR243C/YGR227W/YIL049W/YNL219C/YNR030W/YPR183W",7,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_dolichol-linked oligosaccharide biosynthetic process"
"BP","GO:0015851","nucleobase transport",0.00479452054794521,0.0017307026652821,0.00371473585421864,0.0492733177234572,0.0445768302506237,"YAL022C/YBL042C/YBR021W/YER056C/YER060W/YER060W-A/YOR071C",7,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_nucleobase transport"
"BP","GO:0040031","snRNA modification",0.00479452054794521,0.0017307026652821,0.00371473585421864,0.0492733177234572,0.0445768302506237,"YDL208W/YHR052W/YHR072W-A/YHR089C/YLR175W/YOR243C/YPL212C",7,"raw_B1_WT_vs_B1_ATG_and_corrected_B1_WT_vs_B1_ATG","Down","BP_snRNA modification"
"BP","GO:1901565","organonitrogen compound catabolic process",0.0913428766189502,0.0707857390100381,0.000318827215732412,0.0179415185411948,0.0170479963953967,"YGL256W/YPR151C/YOL055C/YLR308W/YGR087C/YBL075C/YJL144W/YKL041W/YMR174C/YDR030C/YLL039C/YEL012W/YOR257W/YLR025W/YER162C/YMR077C/YBR290W/YMR020W/YOL054W/YIR025W/YLR142W/YIL046W/YBR114W/YHR137W/YMR170C/YPL052W/YEL060C/YGL141W/YOL082W/YMR250W/YDR421W/YGL227W/YBR280C/YGL248W/YLR299W/YDR057W/YDL147W/YDL215C/YFL016C/YPR127W/YIL017C/YPL096W/YDR273W/YLR205C/YIR029W/YJR052W/YMR135C/YMR169C/YMR304W/YER144C/YMR214W/YCR068W/YJR078W/YBR302C/YML132W/YLR127C/YDR313C/YNL172W/YHR166C/YNR075W/YOR080W/YDL007W/YBL041W/YFR004W/YML068W/YPL154C/YBR201W/YHR134W/YBR169C/YNL116W/YGL131C/YBR006W/YOR259C/YDL097C/YIL097W/YJL149W/YML088W/YJL034W/YBR062C/YBR105C/YJR099W/YBR227C/YLR119W/YKL133C/YLR307W/YGL017W/YPL087W/YNL336W/YOR256C/YPL002C/YOR003W/YKL022C/YDR306C/YKL124W/YLR098C/YOR261C/YGR048W/YLR024C/YGL010W/YIL075C/YFL044C/YBR170C/YGR184C/YLR421C/YJL001W/YLR097C/YDR118W/YKL213C/YMR021C/YJR017C/YGR019W/YJL047C/YGR295C/YGR225W/YDL132W/YLR231C/YKR087C/YOL013C/YMR314W/YLR368W/YBL067C/YGR253C/YOR321W/YKL002W/YLR207W/YBR273C/YLR118C/YMR184W/YGL011C/YJL073W/YDL013W/YKL015W/YMR100W/YML029W",134,"raw_B1_WT_vs_B1_ATG","Up","BP_organonitrogen compound catabolic process"
"BP","GO:0006508","proteolysis",0.087252897068848,0.0664589823468328,0.000192013854664075,0.0137363757567376,0.0130522778129952,"YOL154W/YBL075C/YJL144W/YKL041W/YOL128C/YMR174C/YDR030C/YHR138C/YOR223W/YMR114C/YLL039C/YEL012W/YOR257W/YLR025W/YNL223W/YER162C/YMR077C/YBR290W/YNL015W/YGL045W/YIL071C/YOL054W/YIR025W/YIL046W/YBR114W/YPL052W/YEL060C/YGL141W/YOL082W/YGL227W/YBR280C/YLR299W/YOL117W/YLR178C/YDR057W/YEL059C-A/YDL147W/YFL016C/YIL017C/YNL294C/YPL096W/YDR273W/YMR025W/YJR052W/YMR135C/YDR080W/YMR304W/YER144C/YMR214W/YCR068W/YBR302C/YML132W/YLR127C/YNL172W/YHR166C/YNR075W/YOR080W/YGR231C/YLL029W/YDL007W/YMR035W/YBL041W/YFR004W/YML068W/YPL154C/YBR201W/YHR134W/YBR169C/YNL116W/YPL020C/YOR259C/YDL097C/YIL097W/YJL149W/YML088W/YJL034W/YBR062C/YBR105C/YJR099W/YBR227C/YLR119W/YMR089C/YKL133C/YDR231C/YMR154C/YGL017W/YNL336W/YOR256C/YPL002C/YOR003W/YKL022C/YDR306C/YKL124W/YOR261C/YGR048W/YLR024C/YIL075C/YFL044C/YPL191C/YBR170C/YGR184C/YLR421C/YJL001W/YLR097C/YDR118W/YKL213C/YJR017C/YKL171W/YJL047C/YGR295C/YGR225W/YDL132W/YKR087C/YOL013C/YMR314W/YLR368W/YBL067C/YGR253C/YOR321W/YKL002W/YLR207W/YBR273C/YMR184W/YGL011C/YJL073W/YDL013W/YMR100W/YML029W",128,"raw_B1_WT_vs_B1_ATG","Up","BP_proteolysis"
